steamId,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Game Development,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production
1249780,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1249800,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1249850,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1249980,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250060,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1250100,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1250120,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1250180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250220,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1250440,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1250520,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1250560,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1250630,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1250650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1250760,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1250770,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1250900,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1250960,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1251040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251210,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1251290,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1251300,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1251460,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1251520,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1251680,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1251850,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1251910,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1251930,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1251970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1251980,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1252000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1252120,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1252170,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1252240,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1252300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1252320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1252390,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1252560,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1252680,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1252710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1252830,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1252850,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12530,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1253190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253390,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253520,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1253580,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1253610,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1253680,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1253690,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1253710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1253860,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1253870,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253920,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1253930,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254150,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254320,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1254370,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254400,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1254480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254590,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1254670,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1254770,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1254860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1254870,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1254900,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1254930,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255030,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1255040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255050,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1255130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255160,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1255410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1255420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255560,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255650,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255740,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1255920,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1255990,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1256060,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256130,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1256230,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1256430,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256490,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1256520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256660,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1256920,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257170,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1257200,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1257210,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1257280,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1257310,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257430,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257600,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257660,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1257850,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1257860,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257880,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257890,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257900,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257910,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1257920,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1257930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257940,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257950,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258190,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258220,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258290,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1258310,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258340,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258440,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1258460,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258480,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258620,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1258640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1258710,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1258750,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258980,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1258990,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12590,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1259130,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1259140,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1259340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1259380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1259510,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259530,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259560,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1259640,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259740,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1259800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1259840,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1259860,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1259890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1259980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
12600,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1260020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260220,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1260300,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1260320,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1260390,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1260520,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1260550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1260580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1260590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1260620,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1260670,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1260710,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1260800,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1260810,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1260820,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1260930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261040,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1261090,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1261200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1261220,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261430,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1261520,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261630,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261640,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261650,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261660,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261750,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261820,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1262040,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262060,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1262120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262460,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1262640,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262720,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1262770,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262890,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1262910,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1262920,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262930,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1263100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1263110,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1263130,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0
1263160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263200,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263230,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263350,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263370,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1263490,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263620,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1263700,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1263720,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1263750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263840,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
12640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1264010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1264160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1264180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1264250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1264280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1264350,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1264520,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1264650,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264670,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1264760,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1264790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1264850,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1264880,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1264920,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1264970,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1265030,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1265090,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1265170,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1265220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1265360,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1265570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265580,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1265690,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
1265720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265790,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1265800,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1265850,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1265860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1265870,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265970,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265990,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1266030,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1266100,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1266140,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1266220,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1266340,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
1266370,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1266390,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1266430,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1266540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1266600,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1266630,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1266640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1266650,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1266680,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1266690,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1266800,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1266820,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1266840,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1267010,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1267070,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1267210,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1267260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267270,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267310,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1267370,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1267400,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1267810,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1267830,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1267870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1267940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1268110,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1268140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1268200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1268290,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1268350,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1268360,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1268370,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1268400,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1268410,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1268420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1268530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1268810,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1268860,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1268870,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1268900,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1268960,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1269020,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1269030,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1269120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269180,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269350,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1269370,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1269500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1269640,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1269690,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1269710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1269810,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1269820,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
